brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Obliphica,4,0,4,1.75,7
G GENTLEMEN Australian Gold,1,1,0,7.0,7
Sheer Cover Sheercover Concealer 5g MEDIUM,1,1,0,7.0,7
Vi-Jon Inc.,1,1,0,7.0,7
OBAGI CLENZIderm M.D.,1,1,0,7.0,7
Mary Ellen Products,1,1,0,7.0,7
Sunline,3,0,3,2.3333333333333335,7
Difeel Organic,2,0,2,3.5,7
Apmexpress.com,1,1,0,7.0,7
Yimei,4,0,4,1.75,7
Jesse McCartney,2,0,2,3.5,7
Sina,1,1,0,7.0,7
Aroma Crystal Therapy,3,0,3,2.3333333333333335,7
YES,3,0,3,2.3333333333333335,7
Lovestruck,1,1,0,7.0,7
JKS,3,0,3,2.3333333333333335,7
Barbie,5,0,5,1.4,7
Balneol for,1,1,0,7.0,7
Rulercosplay,3,0,3,2.3333333333333335,7
Jean Charles,2,0,2,3.5,7
Jean Despre,1,1,0,7.0,7
Goldfaden MD,3,0,3,2.3333333333333335,7
Torbot,1,1,0,7.0,7
Provent,2,0,2,3.5,7
Toolworx,4,0,4,1.75,7
Dr Hsieh,1,1,0,7.0,7
Artistic,4,0,4,1.75,7
Lucy B,4,0,4,1.75,7
Super By Dr. Nicholas Perricone,5,0,5,1.4,7
Codi N Codi,2,0,2,3.5,7
Every Man,1,1,0,7.0,7
Bamboo,3,0,3,2.3333333333333335,7
Probelle,2,0,2,3.5,7
Ivy Maison,1,0,1,7.0,7
Ixora,1,1,0,7.0,7
Jenoris,3,0,3,2.3333333333333335,7
Colorful-store,2,0,2,3.5,7
Sunfood,1,1,0,7.0,7
Bellrino,1,1,0,7.0,7
Just Baasics,1,1,0,7.0,7
Judith August Cosmetics,2,0,2,3.5,7
One Stop Shop,1,1,0,7.0,7
Borotalco,1,1,0,7.0,7
Dr. Denese New York,1,1,0,7.0,7
Flori Roberts,2,0,2,3.5,7
The Beauty-Way,1,1,0,7.0,7
Coca-Cola,1,1,0,7.0,7
Dr. Greenfields,1,1,0,7.0,7
Dr Grandel,2,0,2,3.5,7
Youngblood Face Care,1,1,0,7.0,7
Display and Fixture Store,2,0,2,3.5,7
Logics DNA,1,1,0,7.0,7
Tosca Style,6,0,6,1.1666666666666667,7
Diamond FX,2,0,2,3.5,7
Mincer,2,0,2,3.5,7
Wotefusi,3,0,3,2.3333333333333335,7
Aspen,2,0,2,3.5,7
Bonita,1,1,0,7.0,7
Openstock,1,0,1,7.0,7
APTERA IMPORTS INC,1,1,0,7.0,7
Dr. Lewinn Skin Tone Perfecting Serum XK,1,1,0,7.0,7
X-Gen,1,1,0,7.0,7
Intramedics,2,0,2,3.5,7
Grandma&#39;s Soaps,1,1,0,7.0,7
VersaSpa,1,1,0,7.0,7
Vetrarian,6,0,6,1.1666666666666667,7
Psalmstre,2,0,2,3.5,7
RevitaDERM,1,1,0,7.0,7
Revitealize by Camellix,1,1,0,7.0,7
Beauty Bar,2,0,2,3.5,7
Amerigel,1,1,0,7.0,7
Diabetaid,1,0,1,7.0,7
The Broome Collection,2,0,2,3.5,7
Canaan,2,0,2,3.5,7
Colorsmash,1,1,0,7.0,7
Glitz,1,1,0,7.0,7
Global Goddess,2,0,2,3.5,7
Glove&#39;n Care,1,1,0,7.0,7
Glamour Hair,1,1,0,7.0,7
Beverly Hills Beauty Supply,1,1,0,7.0,7
Eyourlife,1,1,0,7.0,7
Great Eastern Entertainment,1,0,1,7.0,7
Institut Esthederm,4,0,4,1.75,7
Organics Olive,1,1,0,7.0,7
ANDI ROSE,2,0,2,3.5,7
Lusti Organics,4,0,4,1.75,7
"World Emu, Inc.",1,1,0,7.0,7
World Organic,1,1,0,7.0,7
Atman Spirit Of Man,1,1,0,7.0,7
Origins GinZing,1,1,0,7.0,7
First Aid Only,2,0,2,3.5,7
Frost Cutlery &amp; Knives,1,1,0,7.0,7
Violetta Di Parma Borsari,3,0,3,2.3333333333333335,7
Priti NYC,4,0,4,1.75,7
Pro Makeup,2,0,2,3.5,7
Origin Creation Nail Art,1,1,0,7.0,7
See description for detail.,4,0,4,1.75,7
Conti,1,1,0,7.0,7
Liquid Latex Fashions,2,0,2,3.5,7
Design Freedom,2,0,2,3.5,7
KIMBERLY CLARK,1,1,0,7.0,7
Dermastage,2,0,2,3.5,7
Skin Quench,1,1,0,7.0,7
No Inhibition,7,0,7,1.0,7
LipSmart,1,0,1,7.0,7
Lipotriad,1,1,0,7.0,7
Lily&#39;s,1,1,0,7.0,7
Camellia,3,0,3,2.3333333333333335,7
Cameo Makeup Sets,1,0,1,7.0,7
American Eagle,3,0,3,2.3333333333333335,7
Always Under,1,1,0,7.0,7
Green Portal,1,1,0,7.0,7
Primos Hunting Calls,1,1,0,7.0,7
Dudley&#39;s Q,3,0,3,2.3333333333333335,7
Witystyle,1,1,0,7.0,7
Thallium,2,0,2,3.5,7
Groovi,1,1,0,7.0,7
Dragonfly,1,1,0,7.0,7
Suki Skincare,4,0,4,1.75,7
Coral Safe,2,0,2,3.5,7
Lightweight Leave-In Spray,1,1,0,7.0,7
Morali,3,0,3,2.3333333333333335,7
Karakol Kream,1,1,0,7.0,7
Ghost Bond SUPREME,1,1,0,7.0,7
Pure Life Soap Co.,4,0,4,1.75,7
Pure Pink,1,1,0,7.0,7
FX Wild,2,0,2,3.5,7
IM,2,0,2,3.5,7
Hyland&#39;s,1,0,1,7.0,7
Carrot Glow,3,0,3,2.3333333333333335,7
ILIA,4,0,4,1.75,7
Avanti Ultra,3,0,3,2.3333333333333335,7
Wisdom Natural,1,1,0,7.0,7
KBMasks,6,0,6,1.1666666666666667,7
RSun Tanning Products,2,0,2,3.5,7
RX7 Superlite,4,0,4,1.75,7
Rachels Nails,1,1,0,7.0,7
Deja Beauty,1,0,1,7.0,7
Nexus,1,1,0,7.0,7
Skinnygirl Body Solutions,2,0,2,3.5,7
Delicae,1,1,0,7.0,7
AllyKats,1,1,0,7.0,7
ICHIKAME,1,1,0,7.0,7
EA Fragrances,2,0,2,3.5,7
Duvessa,3,0,3,2.3333333333333335,7
Renpure,5,0,5,1.4,7
Method Home,1,1,0,7.0,7
Baby Silk,1,0,1,7.0,7
Grip-Tight,1,1,0,7.0,7
Calista,2,0,2,3.5,7
So Fresh So Dry,1,1,0,7.0,7
african formula cosmetics inc,1,1,0,7.0,7
Umbra,2,0,2,3.5,7
Un Matin D&#39;orage,1,1,0,7.0,7
PRO ART,2,0,2,3.5,7
Sweet Leaf,1,1,0,7.0,7
Clean Warm Cotton,2,0,2,3.5,7
Clear N Smooth,4,0,4,1.75,7
Merle Roberts,4,0,4,1.75,7
PLAYBOY VARIETY,2,0,2,3.5,7
Scosche,1,1,0,7.0,7
Scotch,1,1,0,7.0,7
FX Wild Harvest,2,0,2,3.5,7
ZionJudaica,1,1,0,7.0,7
Corn,1,1,0,7.0,7
Legrain,2,0,2,3.5,7
Absorbase,1,1,0,7.0,7
Accent,2,0,2,3.5,7
Acetino,1,1,0,7.0,7
Lea Journo,3,0,3,2.3333333333333335,7
bareMinerals Prime Time,3,0,3,2.3333333333333335,7
bioInfusion,3,0,3,2.3333333333333335,7
Neiman Marcus,3,0,3,2.3333333333333335,7
Kid Kraft,1,1,0,7.0,7
Teamson Design Corp,2,0,2,3.5,7
MEGA GROWTH,1,1,0,7.0,7
Wigiss Human Hair Extensions,1,1,0,7.0,7
Blue Grass,2,0,2,3.5,7
Avon Imari Purse Spray,1,1,0,7.0,7
Avon Lipstick,1,1,0,7.0,7
Bullfrog Sunblock,1,1,0,7.0,7
Tirio,2,0,2,3.5,7
Savannah Bee Company,2,0,2,3.5,7
Citra Solv,1,0,1,7.0,7
City Cosmetics,1,1,0,7.0,7
pircosmeticsriley,1,1,0,7.0,7
Uzi,1,1,0,7.0,7
Papaya Art,3,0,3,2.3333333333333335,7
Eb5,1,1,0,7.0,7
BeautyEZ,2,0,2,3.5,7
Remede,4,0,4,1.75,7
Follinex,1,1,0,7.0,7
Renae&#39;s Retail,1,1,0,7.0,7
HoneyCombs,2,0,2,3.5,7
Pampers,1,1,0,7.0,7
Tropical Oasis,2,0,2,3.5,7
Blue Diamond Almonds,2,0,2,3.5,7
Premium Treatment,1,1,0,7.0,7
Meera,2,0,2,3.5,7
Hinoki,3,0,3,2.3333333333333335,7
Kheper,1,1,0,7.0,7
Neil George,2,0,2,3.5,7
King,1,0,1,7.0,7
C.R. Laurence,1,1,0,7.0,7
Sohiababywang,3,0,3,2.3333333333333335,7
Studio Calico,2,0,2,3.5,7
Q-FRENCH,2,0,2,3.5,7
Genuine Health,2,0,2,3.5,7
Fair and Handsome,1,1,0,7.0,7
BestOfferBuy,2,0,2,3.5,7
bottles,1,0,1,7.0,7
Essence Of Vali,2,0,2,3.5,7
PracticeHand,1,1,0,7.0,7
Preja Lemon Cologne,1,1,0,7.0,7
by Avon,1,1,0,7.0,7
Naturelle D&#39;argan,2,0,2,3.5,7
Kiss Naturals,1,1,0,7.0,7
Kiton Black,1,1,0,7.0,7
ghd,1,1,0,7.0,7
Revlon Hair Accessories,4,0,4,1.75,7
Revox Revision Skincare,1,1,0,7.0,7
GOLD JAY Z,2,0,2,3.5,7
Nature&#39;s Beauty(works),3,0,3,2.3333333333333335,7
Tigi Love Peace &amp; The Planet,2,0,2,3.5,7
PorePutty,1,1,0,7.0,7
Portasink,1,1,0,7.0,7
TERRE D&#39;HERMES,4,0,4,1.75,7
THE Relief Products,2,0,2,3.5,7
Mademoiselle,2,0,2,3.5,7
Madina Body Lotion,2,0,2,3.5,7
Albertini International,1,0,1,7.0,7
certave,1,1,0,7.0,7
ROYAL BRUSH,5,0,5,1.4,7
LashPro,1,1,0,7.0,7
Power Rangers,1,1,0,7.0,7
B Beaute - Beauty Instruments,4,0,4,1.75,7
B&#39;s Organic,2,0,2,3.5,7
Wellspring,2,0,2,3.5,7
Sana Nameraka,3,0,3,2.3333333333333335,7
Sandora,5,0,5,1.4,7
VERA WANG ANNIVERSARY,2,0,2,3.5,7
Fran Wilson Ageless Express,1,1,0,7.0,7
Redken Clear Moisture Shampoo 10.1 oz and Conditioner 8.5 oz duo,1,1,0,7.0,7
Cigar,2,0,2,3.5,7
Hewley,1,1,0,7.0,7
Eco Tools Sustainable Softness Body Lotion 8 fl oz (236 ml),1,0,1,7.0,7
Maitre Parfumeur et Gantier,7,0,7,1.0,7
Wedderspoon,1,1,0,7.0,7
Pearson &amp; Craig Cosmetics,1,1,0,7.0,7
Herbalind,2,0,2,3.5,7
Bite,2,0,2,3.5,7
B:OCE by Molto Bene,5,0,5,1.4,7
Meat and Potatoes,1,1,0,7.0,7
Maggie&#39;s Functional Organics,1,0,1,7.0,7
Baby Blanket Suncare,2,0,2,3.5,7
Erba Vita USA,4,0,4,1.75,7
Sanhelios,2,0,2,3.5,7
Payot,7,0,7,1.0,7
Klamath,1,1,0,7.0,7
QLPD,3,0,3,2.3333333333333335,7
Gelish Gel Polish,3,0,3,2.3333333333333335,7
Gem,3,0,3,2.3333333333333335,7
Kotex,1,1,0,7.0,7
DO Naturals,1,0,1,7.0,7
Sooryehan,4,0,4,1.75,7
Three Wishes Tanning Lotion,2,0,2,3.5,7
Laura Geller Beauty,5,0,5,1.4,7
Mycocide,3,0,3,2.3333333333333335,7
Rialto,1,1,0,7.0,7
Various Designers,3,0,3,2.3333333333333335,7
Hearts &amp; Daggers,2,0,2,3.5,7
"Salon Selectives Air It Out Odor Neutralizer for Hair, 4oz.",1,1,0,7.0,7
Saltwater Surf Co.,3,0,3,2.3333333333333335,7
Samy Esencia Styling Creme,1,1,0,7.0,7
Heel to Toe,3,0,3,2.3333333333333335,7
Equal Exchange,3,0,3,2.3333333333333335,7
Equate Beauty,3,0,3,2.3333333333333335,7
Magni-Lite,1,1,0,7.0,7
"Chlo&eacute; Fragrance Rollerball Trio, .20 oz. ea",1,1,0,7.0,7
Matrix Sleek Look,1,1,0,7.0,7
Eltamd UV,1,1,0,7.0,7
SailorBags,3,0,3,2.3333333333333335,7
Twilight Beauty,1,1,0,7.0,7
Hawaiian,1,1,0,7.0,7
Waterford Lismore,1,1,0,7.0,7
Black Kl,1,1,0,7.0,7
Max Azria,3,0,3,2.3333333333333335,7
simplicity,1,1,0,7.0,7
Sally Hansen Age Correct Growth Treatment 0.45 fl oz,1,1,0,7.0,7
Sally Hershberger Conditioner for Wavy Hair - 10. oz,1,1,0,7.0,7
Pereja,2,0,2,3.5,7
SPA,1,1,0,7.0,7
Hair Accelerator,2,0,2,3.5,7
HQdeal,2,0,2,3.5,7
Mary Kay Timewise Body ~ Targeted-Action Toning Lotion ~ 8 Oz (BOXED),1,1,0,7.0,7
TVTime Direct,1,1,0,7.0,7
10 en 1,1,1,0,7.0,7
47338,1,1,0,7.0,7
U-lactin,1,1,0,7.0,7
STELLA PRO,4,0,4,1.75,7
BH Medwear,1,1,0,7.0,7
BLACK,3,0,3,2.3333333333333335,7
Harlem 125,2,0,2,3.5,7
La Bamakoise,4,0,4,1.75,7
Nail-Aid,4,0,4,1.75,7
Laffy Taffy,1,1,0,7.0,7
Curad,2,0,2,3.5,7
Nail File Guru,4,0,4,1.75,7
La Creme,1,1,0,7.0,7
La Demoiselle Combo Sets,1,1,0,7.0,7
Voltage Valet,1,1,0,7.0,7
3D Lashes,1,1,0,7.0,7
therapy-g,1,1,0,7.0,7
Hair Rage,3,0,3,2.3333333333333335,7
Pinkcoo,1,1,0,7.0,7
Spring Fresh,1,1,0,7.0,7
Cabella,3,0,3,2.3333333333333335,7
The Wonder Seed,3,0,3,2.3333333333333335,7
The multivariant hairpin,2,0,2,3.5,7
Sprite,1,1,0,7.0,7
Credo Solingen,2,0,2,3.5,7
Lady Vamp,2,0,2,3.5,7
Beaute de Maman,2,0,2,3.5,7
FemiCare,1,1,0,7.0,7
Ferm,1,0,1,7.0,7
NESTLE NUTRITIONAL,1,1,0,7.0,7
Palm Beach Beaute LLC,2,0,2,3.0,6
Honey Gardens Apiaries,1,0,1,6.0,6
PPC-Life,2,0,2,3.0,6
summersha,2,0,2,3.0,6
Hole Sail,1,0,1,6.0,6
High Life Pomade,1,0,1,6.0,6
Hybrinetics,1,0,1,6.0,6
Perfecting Britener,1,0,1,6.0,6
HayanBeauty,1,0,1,6.0,6
Peter Coppola New York,1,0,1,6.0,6
Hankook,2,0,2,3.0,6
Physique,5,0,5,1.2,6
Phyto-Therapy,1,0,1,6.0,6
IT&amp;LY,1,0,1,6.0,6
Hair Genesis,3,0,3,2.0,6
Hair Gia,2,0,2,3.0,6
Hai,1,0,1,6.0,6
Hair Bean,1,0,1,6.0,6
nu peptin,2,0,2,3.0,6
ACI,2,0,2,3.0,6
ADENOGEN by Shiseido,3,0,3,2.0,6
AERO SUPPLY AND SERVICE CO.,2,0,2,3.0,6
AFM Safecoat,1,0,1,6.0,6
Marble,4,0,4,1.5,6
Marc Ecko Green,1,0,1,6.0,6
Marc&#39;s,4,0,4,1.5,6
Massengil,1,0,1,6.0,6
pooqdo,2,0,2,3.0,6
HOTER,1,0,1,6.0,6
HSC,1,0,1,6.0,6
Polder,1,0,1,6.0,6
HGW,1,0,1,6.0,6
HEALTHPOINT MEDICAL,1,0,1,6.0,6
Image Jumping Curl,1,0,1,6.0,6
Prax Lotion,1,0,1,6.0,6
Preciosa,2,0,2,3.0,6
ALBERTO CULVER INC,1,0,1,6.0,6
ALLIE,3,0,3,2.0,6
nicerocker,1,0,1,6.0,6
Premier Research Labs,5,0,5,1.2,6
Guam Mud,2,0,2,3.0,6
"Guthy-Renker, LLC.",2,0,2,3.0,6
Greenbrier International,2,0,2,3.0,6
Prime-Line,1,0,1,6.0,6
Green Bell,1,0,1,6.0,6
Grand Trunk,1,0,1,6.0,6
Procter &amp; Gamble - HABA Hub,1,0,1,6.0,6
Graham Professional Beauty,3,0,3,2.0,6
Organix Hair,1,0,1,6.0,6
ARK NATURALS PRODUCTS FOR PETS,1,0,1,6.0,6
lanman &amp; kemp-barclay &amp; co,2,0,2,3.0,6
AQ Skin Solutions,2,0,2,3.0,6
Mandom LUCIDO-L,3,0,3,2.0,6
Profusion Cosmetics,2,0,2,3.0,6
Gold Cup,1,0,1,6.0,6
Inky,1,0,1,6.0,6
Pulleez,1,0,1,6.0,6
Instant Cover,2,0,2,3.0,6
Pure Honey,1,0,1,6.0,6
George&#39;s,2,0,2,3.0,6
Purple Lab,4,0,4,1.5,6
"Opi Nail Lacquer, Teal The Cows Come Home",1,0,1,6.0,6
QF Powder,1,0,1,6.0,6
Invacare,3,0,3,2.0,6
QuicKeratin,1,0,1,6.0,6
Matrix Total Results COLOR CARE Total Micale 3 Products Shampoo 10oz Conditoner 10oz Treat 12 Spray 5oz,1,0,1,6.0,6
Mamonde,3,0,3,2.0,6
kh,1,0,1,6.0,6
Garnier Fructis Strength &amp; Repair Melting Masque,1,0,1,6.0,6
Omojo,4,0,4,1.5,6
Rainbow Loom,1,0,1,6.0,6
Rampage,2,0,2,3.0,6
Fubu,3,0,3,2.0,6
FunSlurp,1,0,1,6.0,6
Realm,5,0,5,1.2,6
JLO,3,0,3,2.0,6
JANE CARTER SOLUTION,3,0,3,2.0,6
JEEBOL,1,0,1,6.0,6
Fox Run Craftsmen,1,0,1,6.0,6
Regines,1,0,1,6.0,6
Remy,2,0,2,3.0,6
Focus Factor,1,0,1,6.0,6
Jabu&#39;she North America,1,0,1,6.0,6
eyeSlices,3,0,3,2.0,6
Advanced Mineral Makeup,2,0,2,3.0,6
Advecia,1,0,1,6.0,6
Adrien Arpel,2,0,2,3.0,6
Absolutely Beautiful,3,0,3,2.0,6
Flower Valley,3,0,3,2.0,6
Renuzit,1,0,1,6.0,6
Fever,3,0,3,2.0,6
FashionKey,1,0,1,6.0,6
Far Away,2,0,2,3.0,6
Farouk,1,0,1,6.0,6
Jaloma,2,0,2,3.0,6
"Jane, Inc.",5,0,5,1.2,6
Fancl,1,0,1,6.0,6
clay,1,0,1,6.0,6
Air Repair,1,0,1,6.0,6
Faipa,3,0,3,2.0,6
Rootful 06 Root Lifting Spray,1,0,1,6.0,6
Janmei,4,0,4,1.5,6
FRAMESI,1,0,1,6.0,6
FRAMESI FRAMCOLOR 2001,6,0,6,1.0,6
Royal &amp; Langnickel,1,0,1,6.0,6
FCUK,4,0,4,1.5,6
"Royal Tanning Blend - 6 oz,(Hawaiian Tropic)",1,0,1,6.0,6
Extra Vagance,1,0,1,6.0,6
Eye Kandy,2,0,2,3.0,6
Rubbermaid,1,0,1,6.0,6
Jenny Rivera,1,0,1,6.0,6
Jeris,2,0,2,3.0,6
SANA,5,0,5,1.2,6
Nutress,2,0,2,3.0,6
Jenna Hipp,1,0,1,6.0,6
Eucerin Body Wash Daily Shower Oil Gel 200 Ml.,1,0,1,6.0,6
Aleva Naturals,3,0,3,2.0,6
Alain Delon,4,0,4,1.5,6
SEPHORA COLLECTION Jumbo Liner 12HR Wear Waterproof,6,0,6,1.0,6
Joan Rivers Great Hair Day,1,0,1,6.0,6
Jhirmack Silver Brightening Shampoo 20 Oz. (Pack of 6),1,0,1,6.0,6
Essential Oxygen+,1,0,1,6.0,6
Essential Tools,3,0,3,2.0,6
Escara,3,0,3,2.0,6
Escential,1,0,1,6.0,6
Nucelle,3,0,3,2.0,6
John Paul Pet Care,1,0,1,6.0,6
Johnny B Mode,1,0,1,6.0,6
SSL Australia,1,0,1,6.0,6
STILL JENNIFER LOPEZ,1,0,1,6.0,6
NuGo,1,0,1,6.0,6
Jordache Women,5,0,5,1.2,6
b.e. Becker Eshaya,1,0,1,6.0,6
beautyADDICTS,3,0,3,2.0,6
Alice &amp; Peter,4,0,4,1.5,6
Mad Hippie,5,0,5,1.2,6
beautyshow,1,0,1,6.0,6
bella terra Cosmetics,1,0,1,6.0,6
Nourkrin,3,0,3,2.0,6
Juenesse Luminesce,1,0,1,6.0,6
Norwex,1,0,1,6.0,6
Eidon,1,0,1,6.0,6
Samy Get Curls Active Potion,1,0,1,6.0,6
Sanifeet,1,0,1,6.0,6
Ecco Bella Beauty,5,0,5,1.2,6
Earth Tu Face,4,0,4,1.5,6
Earth Balance,1,0,1,6.0,6
Scarf,1,0,1,6.0,6
EVA NYC,2,0,2,3.0,6
Alps,1,0,1,6.0,6
Aloe Vesta,1,0,1,6.0,6
Aloette,4,0,4,1.5,6
Ma Cherie,3,0,3,2.0,6
awtang,2,0,2,3.0,6
Seattle Sundries,1,0,1,6.0,6
Dubble Bubble,3,0,3,2.0,6
Dreamspell,1,0,1,6.0,6
Seifen Fantasie,4,0,4,1.5,6
Dr. Young,3,0,3,2.0,6
Dr. Shills,1,0,1,6.0,6
Dr. Kadir,4,0,4,1.5,6
Sereni,1,0,1,6.0,6
Dr. Andrew Weil,2,0,2,3.0,6
Services for you,1,0,1,6.0,6
Sesa,1,0,1,6.0,6
Kaplan MD,3,0,3,2.0,6
Kappus,3,0,3,2.0,6
Zach&#39;s Wax,3,0,3,2.0,6
Amplify,1,0,1,6.0,6
Zest Scented Body Wash Fresh Aloe 18 Ounce,1,0,1,6.0,6
AlphaChemicals,1,0,1,6.0,6
Niche For Men,1,0,1,6.0,6
Nick Chavez Beverly Hills,3,0,3,2.0,6
Nick Chavez Beverly Hills Dry Volumizing Flocker 5.5 Oz,1,0,1,6.0,6
Shampowder,1,0,1,6.0,6
Dolce Mia Designs,3,0,3,2.0,6
Don&#39;t-B-Bald,2,0,2,3.0,6
YuskinA,2,0,2,3.0,6
Angel Sales,2,0,2,3.0,6
Angelina Organic Skin Care,5,0,5,1.2,6
Ann,1,0,1,6.0,6
MK MENS,1,0,1,6.0,6
Shobha&reg;,2,0,2,3.0,6
ShopNBC,1,0,1,6.0,6
Showaflops,2,0,2,3.0,6
Keo Karpin,2,0,2,3.0,6
Dippity Do,3,0,3,2.0,6
Dinur Cosmetics,1,0,1,6.0,6
Simco,4,0,4,1.5,6
Simply Organic,5,0,5,1.2,6
KeraCare Oil Sheen With Humidity Block,1,0,1,6.0,6
Skinlab,2,0,2,3.0,6
Slender Results,2,0,2,3.0,6
Denco,3,0,3,2.0,6
Smart Heat,2,0,2,3.0,6
Smartele,1,0,1,6.0,6
Kiss Broadway Nail Kit,1,0,1,6.0,6
YZY Perfume,3,0,3,2.0,6
Arbonne Baby Care (ABC),1,0,1,6.0,6
MBS,1,0,1,6.0,6
MD Formulation,5,0,5,1.2,6
Anne Taintor,5,0,5,1.2,6
Snap Clips,1,0,1,6.0,6
Dea Bella,1,0,1,6.0,6
Dead Sea Beauty,1,0,1,6.0,6
So Well,4,0,4,1.5,6
Soft Scrub,1,0,1,6.0,6
SolRX,3,0,3,2.0,6
Dark &amp; Natural,2,0,2,3.0,6
Solar Protection,1,0,1,6.0,6
Sonage,2,0,2,3.0,6
DUSIEC,1,0,1,6.0,6
Artiba,4,0,4,1.5,6
Xtend,2,0,2,3.0,6
MATRIX BIOLAGE ADVANCED KERATINDOSE STYLIST KIT,1,0,1,6.0,6
Y.S.Park,5,0,5,1.2,6
DS Onlive,1,0,1,6.0,6
SoulGenie,1,0,1,6.0,6
DIAMOND COLLECTION,1,0,1,6.0,6
DIOR,5,0,5,1.2,6
Sourcingbay,1,0,1,6.0,6
Krystie-kitty Selections,1,0,1,6.0,6
Spacific Essentials,4,0,4,1.5,6
DAILY DEFENSE,1,0,1,6.0,6
Spenco Arch Supports,1,0,1,6.0,6
Curve Crush,1,0,1,6.0,6
Metropolis Technology,2,0,2,3.0,6
Micaelangelo,1,0,1,6.0,6
Art of Appreciation Gift Baskets,2,0,2,3.0,6
Spring Breeze,2,0,2,3.0,6
Squeeze Tanning Products,1,0,1,6.0,6
Creative Handbag,1,0,1,6.0,6
Star Trek,3,0,3,2.0,6
Couvre Protein Hair Expander,1,0,1,6.0,6
Streekers,2,0,2,3.0,6
Studex,2,0,2,3.0,6
Studio 1735,2,0,2,3.0,6
Style Nanda,4,0,4,1.5,6
Cotton Buds,1,0,1,6.0,6
L&amp;#039;Oreal,1,0,1,6.0,6
Suki Pure Skin Care,1,0,1,6.0,6
Sulfur Soap African Formula,2,0,2,3.0,6
Naruto Shippuden,1,0,1,6.0,6
Nasomatto,4,0,4,1.5,6
Winning Nails,3,0,3,2.0,6
Australian Creams,1,0,1,6.0,6
AutoM,1,0,1,6.0,6
Michel Germain,4,0,4,1.5,6
Colorheads Got 2b,1,0,1,6.0,6
Nandi,1,0,1,6.0,6
LG,3,0,3,2.0,6
LIP-INK&reg;,2,0,2,3.0,6
Collistar,6,0,6,1.0,6
Coats,1,0,1,6.0,6
LUCA,1,0,1,6.0,6
Clear Proof via Mary Kay,1,0,1,6.0,6
LULULUN,3,0,3,2.0,6
Avon Mark,5,0,5,1.2,6
Avon Nail cuticle remover,1,0,1,6.0,6
Avon Glazewear,2,0,2,3.0,6
Wild,1,0,1,6.0,6
Swisscollc,1,0,1,6.0,6
T.N. Dickinson,2,0,2,3.0,6
TEATRICAL,2,0,2,3.0,6
"TEI Spa By Tip Essentials, Inc.",1,0,1,6.0,6
Chromatique,3,0,3,2.0,6
Chlorenergy,2,0,2,3.0,6
NU Parfums,2,0,2,3.0,6
TONY,2,0,2,3.0,6
Chinese Collectibles,1,0,1,6.0,6
TSSS,1,0,1,6.0,6
TV BRANDS,1,0,1,6.0,6
TZ Case,3,0,3,2.0,6
Laboratorios Del Sur,1,0,1,6.0,6
Lacio Lacio,2,0,2,3.0,6
Cheer Chics,3,0,3,2.0,6
BBD King,1,0,1,6.0,6
Wally Bags,2,0,2,3.0,6
BATHCLIN,1,0,1,6.0,6
B&amp;C,2,0,2,3.0,6
Millers Forge Doggy Man,1,0,1,6.0,6
Chemistry Phase,1,0,1,6.0,6
Charlotte Russe,1,0,1,6.0,6
Lady Esther,2,0,2,3.0,6
Tarocco,2,0,2,3.0,6
Ceramide,1,0,1,6.0,6
Ces-Cheveux,4,0,4,1.5,6
Celsius Inc.,2,0,2,3.0,6
Celulight,2,0,2,3.0,6
Cera di Cupra,3,0,3,2.0,6
Tea Tree,3,0,3,2.0,6
Catseye,5,0,5,1.2,6
Mysore Sandal Soap,1,0,1,6.0,6
NAD&#39;S,1,0,1,6.0,6
WET and WILD COSMETICS,4,0,4,1.5,6
WHITE DIAMONDS,3,0,3,2.0,6
WKK,1,0,1,6.0,6
BENEFIT COSMETIC,1,0,1,6.0,6
Myrabelle,1,0,1,6.0,6
Lanocreme,4,0,4,1.5,6
Lakshmi,1,0,1,6.0,6
The Bath Source,1,0,1,6.0,6
The Empress,2,0,2,3.0,6
Cameleon,3,0,3,2.0,6
My Insolence,1,0,1,6.0,6
Lasio,4,0,4,1.5,6
Laura Geller Makeup,5,0,5,1.2,6
California Smooth,3,0,3,2.0,6
Cailyn,2,0,2,3.0,6
Lucky Girl Hair Ties,2,0,2,3.0,6
"W.E. Bassett Co, Inc",1,0,1,6.0,6
The Somerset Toiletry Company,3,0,3,2.0,6
MuscleMaster,1,0,1,6.0,6
Lava Gold,2,0,2,3.0,6
The Wright Stuff,4,0,4,1.5,6
CLARINS(CLAH),2,0,2,3.0,6
CCA Industries,2,0,2,3.0,6
Le Metier de Beaute,4,0,4,1.5,6
C.N.,2,0,2,3.0,6
Timberland,1,0,1,6.0,6
ButterflyExpress,1,0,1,6.0,6
Burlway,1,0,1,6.0,6
Tony &amp; Tina,1,0,1,6.0,6
Ms. Manicure,3,0,3,2.0,6
Bajaj Almond Drops Hair Oil,1,0,1,6.0,6
Vincere,2,0,2,3.0,6
Baby Girl Crystal Peony Flower Hair Clip +Headband Set,1,0,1,6.0,6
Lucas,1,0,1,6.0,6
Vital Nutrients,1,0,1,6.0,6
BUMP &amp; BLEMISH,1,0,1,6.0,6
Brush On Block,2,0,2,3.0,6
Briogeo,1,0,1,6.0,6
ToolSupply,1,0,1,6.0,6
